Betweenness centrality oscillation,Closeness centrality,Messages sent,Reach forward 1,avg sentiment,Betweenness centrality,Degree centrality,most common words (influence),avg complexity,total influence,Messages received,Messages total,Contribution index,avg emotionality,average influence per message,Contribution index oscillation,messages sent (influence),most influential words,Community,Uuid,Name,Starttime,Endtime
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,111,8131530,philster10260,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01885621168619539,1,1,0.9269313796916152,0.0,1.0,,7.008047292152075,0.0,0,1,1.0,0.3936848879022027,0.0,0,1,,35,13933,gottcode,1970-01-01T01:00:00.000+01:00,2018-03-09T16:11:26.000+01:00
0,0.019139886578449904,6,1,0.3514850638007479,0.0,2.0,,5.453453488999287,0.0,8,14,-0.14285714285714285,0.278911171550084,0.0,3,2,,39,6951677,zorbama,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018656429942418427,1,1,0.3796124538584602,0.0,1.0,,6.272403892179346,0.0,0,1,1.0,0.1918438629562342,0.0,0,1,,3,13608545,tinxx,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,63,3854941,Windsurfer01,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018869389656779003,2,2,0.2714335567550812,192.0,2.0,,5.1576755742771665,0.0,0,2,1.0,0.29517677820138677,0.0,0,2,,30,3232113,Laurencio,1970-01-01T01:00:00.000+01:00,2019-08-10T14:54:39.000+02:00
0,0.0188987400839944,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,121,858678,ivanixgames,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018926707687514605,2,0,0.4930151039013216,0.0,2.0,,6.59396187056844,,3,5,-0.2,0.21218604640144187,,0,,,67,4663298,anandrkris,1970-01-01T01:00:00.000+01:00,2016-08-17T13:05:18.000+02:00
0,0.018886988963158713,5,2,0.3707301546361024,1.8214285714285712,3.0,,5.972529867426961,0.0,1,6,0.6666666666666666,0.21187914768861546,0.0,0,4,,24,262776,mtwebster,1970-01-01T01:00:00.000+01:00,2018-08-02T20:22:14.000+02:00
0,0.018619262891732435,2,1,0.4528700016471902,0.0,2.0,,7.383549454765566,0.0,1,3,0.3333333333333333,0.1998403877554819,0.0,1,1,,84,21648,jondo,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.0188987400839944,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,59,23385761,jmholla,1970-01-01T01:00:00.000+01:00,2019-07-30T17:34:33.000+02:00
0,0.018882586059522883,1,1,0.46859912373894763,0.0,1.0,,5.470519713048461,0.0,0,1,1.0,0.3154982601711838,0.0,0,1,,2,470601,KirkM,1970-01-01T01:00:00.000+01:00,2018-03-09T16:11:26.000+01:00
0,0.018617836346920012,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,120,12870528,NicoWeio,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018926707687514605,2,0,0.6249978517631704,0.0,2.0,,5.879590157340519,,4,6,-0.3333333333333333,0.21009272536653767,,0,,,72,309393,swilmet,1970-01-01T01:00:00.000+01:00,2016-06-25T12:27:09.000+02:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,106,25536748,Alayan-stk-2,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018935556767708254,1,0,0.5,394.4761904761905,5.0,,0.0,,5,6,-0.6666666666666666,0.5,,0,,,3,3687099,ebretteville,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
1,0.019153464175928114,5,1,0.6677587197417879,268.2,4.0,,6.622709236130253,,9,14,-0.2857142857142857,0.3454452568473456,,1,,,26,11165995,Fred-Barclay,1970-01-01T01:00:00.000+01:00,2016-12-30T12:22:45.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,154,14327201,luisesp19,1970-01-01T01:00:00.000+01:00,2016-11-16T20:20:01.000+01:00
0,0.01887378640776699,2,2,0.2815871888181737,570.0,2.0,,5.811291502486933,0.0,0,2,1.0,0.24918054981002202,0.0,0,2,,6,30041840,stefanoful,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018975480243635795,7,6,0.33066329949894857,138.29999999999998,6.0,,6.502674580216201,0.0,0,7,1.0,0.25377136186326366,0.0,0,5,,0,16303732,dodona2,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,3,0,0.4795235493251635,0.0,2.0,,5.714478617594222,,4,7,-0.14285714285714285,0.24490109517561123,,0,,,70,6428497,Schallaven,1970-01-01T01:00:00.000+01:00,2019-06-23T14:23:09.000+02:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,95,25333160,zagalvelozo,1970-01-01T01:00:00.000+01:00,2018-09-23T13:11:42.000+02:00
0,0.019138379144679845,3,0,0.5,0.0,2.0,,0.0,,4,7,-0.14285714285714285,0.5,,0,,,46,21488893,ewangi,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
1,0.019161015612679386,7,2,0.6720831843136614,535.3357142857144,4.0,,6.008199909670149,0.0,7,14,0.0,0.2355555696870557,0.0,5,3,,32,12682937,vlad0337187,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018869389656779003,1,1,0.5617326034141017,0.0,1.0,,6.0868674366365685,0.0,0,1,1.0,0.20841854299934248,0.0,0,1,,14,33010258,rwmills,1970-01-01T01:00:00.000+01:00,2018-02-12T03:37:10.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,104,26842164,rebelwocause,1970-01-01T01:00:00.000+01:00,2017-09-05T09:21:41.000+02:00
0,0.01899179366940211,25,9,0.4108425928598164,709.8333333333333,10.0,,7.143057127509503,0.0,13,38,0.3157894736842105,0.28569066520382264,0.0,14,12,,36,1299302,leigh123linux,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,51,39628502,skummer101,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,58,7553595,Gotolei,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,2,0,0.368143698522186,0.0,2.0,,7.432168720917297,,3,5,-0.2,0.25533310127656655,,0,,,126,6998450,pyropingvin,1970-01-01T01:00:00.000+01:00,2018-02-01T19:05:16.000+01:00
0,0.019139886578449904,1,0,0.5,0.0,3.0,,0.0,,5,6,-0.6666666666666666,0.5,,0,,,39,25449485,FizWork,1970-01-01T01:00:00.000+01:00,2017-11-13T10:43:26.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,41,6224065,ropeladder,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019156484036263303,8,1,0.4277338695559534,151.9666666666666,3.0,,6.2405727606148815,0.0,9,17,-0.058823529411764705,0.2474919095282293,0.0,1,4,,137,2692138,geckolinux,1970-01-01T01:00:00.000+01:00,2018-02-12T03:41:25.000+01:00
0,0.018656429942418427,1,1,0.28676428443690094,0.0,1.0,,7.194071283461402,0.0,0,1,1.0,0.2507895705570783,0.0,0,1,,3,11357173,drydenp,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
27,0.019432227109156337,253,100,0.4325431996566591,16911.262753912757,101.0,,5.7079145137359015,0.0,50,303,0.66996699669967,0.23043627567432157,0.0,22,194,,9,2231759,JosephMcc,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019150445267554574,4,0,0.44094228730853996,0.0,3.0,,6.554409625750517,,9,13,-0.38461538461538464,0.2518554637366184,,0,,,144,30754561,MysticLord,1970-01-01T01:00:00.000+01:00,2017-11-13T10:26:41.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,125,25795277,anonyco,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018910505836575876,2,2,0.452944345599824,1.9999999999999998,2.0,,5.021267000101587,0.0,0,2,1.0,0.20955605214689216,0.0,0,2,,15,10873917,domdog,1970-01-01T01:00:00.000+01:00,2019-06-15T15:53:40.000+02:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,158,20717654,kp2401075,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01866789582853192,1,1,0.13197971879278753,0.0,1.0,,5.793105544426049,0.0,0,1,1.0,0.1930209881463134,0.0,0,1,,16,3146494,Soundtoxin,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018875252446791984,1,1,0.2515932703411138,0.0,1.0,,6.5288164735081935,0.0,0,1,1.0,0.31258151233892006,0.0,0,1,,32,827278,gsiou,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:39.000+01:00
3,0.019147427310692616,9,0,0.4096928386301703,192.0,4.0,,7.23619534262363,,19,28,-0.35714285714285715,0.19633485467820952,,0,,,21,24411108,cmrdt,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019157994323557238,6,0,0.4152014582560327,0.0,3.0,,5.381348417890598,,10,16,-0.25,0.19807056071066914,,0,,,88,1395027,TomaszGasior,1970-01-01T01:00:00.000+01:00,2018-11-19T12:33:55.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,132,7840559,proninyaroslav,1970-01-01T01:00:00.000+01:00,2018-09-25T09:59:17.000+02:00
0,0.00411522633744856,1,1,0.29067699442925055,0.0,1.0,,5.493422719861069,0.0,0,1,1.0,0.2737333471118057,0.0,0,1,,25,2009779,jp-sauve,1970-01-01T01:00:00.000+01:00,2017-09-05T09:21:10.000+02:00
0,0.019150445267554574,1,0,0.5,0.0,3.0,,0.0,,4,5,-0.6,0.5,,0,,,5,9968138,Mintulix,1970-01-01T01:00:00.000+01:00,2016-12-22T09:57:26.000+01:00
0,0.00411522633744856,2,1,0.817686772897786,0.0,2.0,,6.837119251715243,,1,3,0.3333333333333333,0.36173657828942735,,3,,,80,3486503,pgmer6809,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,2,0,0.9531361949433622,0.0,2.0,,4.3441234555425385,,4,6,-0.3333333333333333,0.42970326435093975,,0,,,109,22563667,githpr,1970-01-01T01:00:00.000+01:00,2017-07-13T15:09:06.000+02:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,87,36276704,ppoteete,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018892862696314724,1,1,0.21771632493042858,0.0,1.0,,5.819315827406377,0.0,0,1,1.0,0.2466349392567808,0.0,0,1,,0,38164609,asarualim,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018867924528301886,1,1,0.32874936793388126,0.0,1.0,,8.207753296440998,0.0,0,1,1.0,0.3093863782939716,0.0,0,1,,17,38916402,yparitcher,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018878185208203852,2,1,0.4967378109491044,0.0,1.0,,7.620407193210941,0.0,0,2,1.0,0.2417098049411113,0.0,0,2,,4,12031533,denzel100,1970-01-01T01:00:00.000+01:00,2016-11-18T20:35:27.000+01:00
0,0.01888845705402254,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,73,35854226,goebbe,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,3,4,-0.5,0.5,,0,,,9,16854898,s7jones,1970-01-01T01:00:00.000+01:00,2017-03-05T20:15:14.000+01:00
1,0.0191625266146203,6,5,0.4293162229981918,218.75,6.0,,5.569425310967947,0.0,2,8,0.5,0.24264907641454622,0.0,4,5,,123,12819058,Vahan86,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,53,36510152,astier,1970-01-01T01:00:00.000+01:00,2018-10-29T08:19:40.000+01:00
0,0.019147427310692616,5,0,0.2601829409561109,463.1461538461538,5.0,,6.252464411789871,,16,21,-0.5238095238095238,0.23470656392025505,,0,,,10,22652174,markfilipak,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.00411522633744856,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,156,34676884,danostg,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
1,0.019151954602774274,5,0,0.28241659536354585,192.0,4.0,,5.720380089730728,,13,18,-0.4444444444444444,0.2499688899510901,,0,,,29,7296506,bernd-wechner,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,4,0,0.5217929272441363,0.0,2.0,,5.711549888779638,,6,10,-0.2,0.3103731170913129,,0,,,81,7345761,Yanpas,1970-01-01T01:00:00.000+01:00,2017-02-16T12:59:50.000+01:00
0,0.01833270463975858,1,1,0.5309577922562315,0.0,1.0,,6.270123524804941,0.0,0,1,1.0,0.19241846174161,0.0,0,1,,6,24928585,jpcusumano,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,90,2328329,w4r0,1970-01-01T01:00:00.000+01:00,2018-02-12T03:21:56.000+01:00
0,0.018859138533178114,1,1,0.5,0.0,1.0,,0.0,,0,1,1.0,0.5,,0,,,31,5832930,theel0ja,1970-01-01T01:00:00.000+01:00,2019-11-22T12:47:57.000+01:00
0,0.01885621168619539,1,1,0.24408384114268925,0.0,1.0,,5.481601585417759,0.0,0,1,1.0,0.30429019578773403,0.0,0,1,,22,1638787,KnowZero,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01886060229742316,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,62,18631108,charlie-ogier,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,76,23329341,fotoneex,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01914441030489246,3,0,0.5,286.16666666666663,4.0,,0.0,,6,9,-0.3333333333333333,0.5,,0,,,31,23406555,pyroxar,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,124,6099993,ion201,1970-01-01T01:00:00.000+01:00,2018-01-27T20:57:39.000+01:00
0,0.018878185208203852,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,82,3515792,momist,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,141,12125282,rustleg,1970-01-01T01:00:00.000+01:00,2017-09-04T05:39:26.000+02:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,66,5877361,tetrode,1970-01-01T01:00:00.000+01:00,2017-03-14T12:44:37.000+01:00
0,0.01859219586840092,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,30,1466111,tedstoychev,1970-01-01T01:00:00.000+01:00,2019-08-10T14:54:39.000+02:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,45,829557,pebbe,1970-01-01T01:00:00.000+01:00,2017-12-13T01:59:04.000+01:00
0,0.018859138533178114,2,1,0.26039617875491566,0.0,1.0,,6.384125212123182,0.0,0,2,1.0,0.247077891620422,0.0,0,2,,12,2718347,NullNoname,1970-01-01T01:00:00.000+01:00,2017-03-06T21:33:46.000+01:00
0,0.019138379144679845,2,0,0.6127753218409958,0.0,2.0,,5.653103478839479,,3,5,-0.2,0.28451678373392425,,0,,,159,5819969,chrisamow,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,64,1450212,mpetroff,1970-01-01T01:00:00.000+01:00,2017-02-16T01:03:26.000+01:00
0,0.019159504849010488,1,0,0.5,203.78571428571428,6.0,,0.0,,6,7,-0.7142857142857143,0.5,,0,,,28,1591877,bananabob,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:38.000+01:00
5,0.019214042856013285,31,17,0.3163985695447662,1717.1818681318687,17.0,,5.946630472772105,0.0,0,31,1.0,0.2678921039389339,0.0,0,24,,1,1138515,clefebvre,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01914441030489246,2,1,0.7784037981130727,2.0,3.0,,6.366003977677869,0.0,3,5,-0.2,0.1298245028437409,0.0,1,1,,75,18683315,KevinNadaud,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:38.000+01:00
0,0.018875252446791984,2,0,0.5337365012031713,0.0,2.0,,6.1201474761450925,,4,6,-0.3333333333333333,0.23245397986100622,,0,,,129,411642,biffster,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019147427310692616,4,1,0.4369092329162565,0.0,2.0,,5.419584554410064,0.0,4,8,0.0,0.23542727561280435,0.0,1,2,,102,34000003,happyniko,1970-01-01T01:00:00.000+01:00,2018-03-09T16:11:26.000+01:00
0,0.018939984411535465,1,0,0.5,9.142857142857142,3.0,,0.0,,3,4,-0.5,0.5,,0,,,140,5963756,Pjotr123,1970-01-01T01:00:00.000+01:00,2016-06-08T10:32:33.000+02:00
0,0.019138379144679845,4,0,0.2230134807745674,0.0,2.0,,5.3347491206178885,,8,12,-0.3333333333333333,0.24445142928675065,,0,,,55,8404646,jordaorodolfo,1970-01-01T01:00:00.000+01:00,2018-07-31T10:12:37.000+02:00
0,0.018926707687514605,2,0,0.5,0.0,2.0,,0.0,,3,5,-0.2,0.5,,0,,,169,2659687,nardholio,1970-01-01T01:00:00.000+01:00,2019-11-14T17:55:50.000+01:00
0,0.018859138533178114,1,1,0.7489730782057561,0.0,1.0,,6.609937951319382,0.0,0,1,1.0,0.33461896067982094,0.0,0,1,,12,952071,sannysanoff,1970-01-01T01:00:00.000+01:00,2017-03-06T21:33:46.000+01:00
0,0.019138379144679845,2,0,0.5,0.0,2.0,,0.0,,3,5,-0.2,0.5,,0,,,71,1708690,davidpbrown,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019157994323557238,3,0,0.37737104077298167,0.0,3.0,,7.90783340927616,,5,8,-0.25,0.29313933457626795,,0,,,119,246421,praveenp,1970-01-01T01:00:00.000+01:00,2018-02-12T03:44:03.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,164,11966684,rugk,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,117,24620467,dqgls,1970-01-01T01:00:00.000+01:00,2016-12-25T01:26:51.000+01:00
0,0.01914441030489246,1,0,0.5,383.0,4.0,,0.0,,6,7,-0.7142857142857143,0.5,,0,,,12,7165278,Azarien,1970-01-01T01:00:00.000+01:00,2017-03-06T21:33:46.000+01:00
0,0.004098360655737705,2,0,0.49058796279231204,0.0,1.0,,5.625192362796043,,2,4,0.0,0.30889526612405027,,0,,,92,1303185,casperl,1970-01-01T01:00:00.000+01:00,2019-02-28T11:21:10.000+01:00
0,0.01885621168619539,3,1,0.5465556646621565,0.0,2.0,,7.007203838965518,0.0,2,5,0.2,0.14119110611874564,0.0,3,1,,122,23085967,doredus,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:38.000+01:00
0,0.018882586059522883,1,1,0.4246657465442604,0.0,1.0,,6.840068538348399,0.0,0,1,1.0,0.16596470473692168,0.0,0,1,,23,1499142,vladimir-didenko,1970-01-01T01:00:00.000+01:00,2016-06-08T10:30:37.000+02:00
3,0.019157994323557238,5,0,0.4537772594639313,0.0,3.0,,5.757904298320317,,12,17,-0.4117647058823529,0.18011526816431536,,0,,,93,3049832,mickaelalbertus,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01888845705402254,1,1,0.7125501592852532,0.0,1.0,,5.996544920309212,0.0,0,1,1.0,0.14808670642421032,0.0,0,1,,7,6191811,peneus,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:38.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,155,47048470,MrShafer,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018711018711018712,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,97,32936161,MuriloMir,1970-01-01T01:00:00.000+01:00,2019-10-17T09:22:43.000+02:00
0,0.018862066288907863,3,0,0.5,192.0,3.0,,0.0,,5,8,-0.25,0.5,,0,,,37,30292158,slavko-milanovic,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,143,1485098,Defcon0,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,149,13642513,mattearly,1970-01-01T01:00:00.000+01:00,2018-07-16T22:45:00.000+02:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,145,7684338,deepsidhu1313,1970-01-01T01:00:00.000+01:00,2018-01-28T10:18:13.000+01:00
0,0.019138379144679845,3,0,0.1674035710741724,0.0,2.0,,6.411098552978006,,4,7,-0.14285714285714285,0.2504955419361039,,0,,,127,11457267,LarryAT,1970-01-01T01:00:00.000+01:00,2018-02-12T03:29:06.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,89,35870988,Lurux,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
1,0.019174623214708437,17,5,0.5655765268566056,708.7545787545787,6.0,,5.92567826726069,0.0,25,42,-0.19047619047619047,0.29928168937110794,0.0,2,7,,5,10137,ghost,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019141394249704607,4,0,0.3914301384009573,192.0,3.0,,6.324373505406237,,8,12,-0.3333333333333333,0.2208485053024092,,0,,,33,5851348,magiclen,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018882586059522883,2,1,0.6244384522357278,0.0,1.0,,6.54014253981298,0.0,0,2,1.0,0.1625761690880259,0.0,0,2,,2,24948845,oblongau,1970-01-01T01:00:00.000+01:00,2018-03-09T16:11:26.000+01:00
0,0.018882586059522883,1,1,0.4424886814155199,0.0,1.0,,6.896961197194385,0.0,0,1,1.0,0.154493118636142,0.0,0,1,,2,1877391,spsf64,1970-01-01T01:00:00.000+01:00,2018-03-09T16:11:26.000+01:00
0,0.019150445267554574,1,0,0.5,756.0,3.0,,0.0,,4,5,-0.6,0.5,,0,,,9,2804301,MegaV0lt,1970-01-01T01:00:00.000+01:00,2018-07-31T08:36:31.000+02:00
0,0.019138379144679845,2,0,0.5,0.0,2.0,,0.0,,3,5,-0.2,0.5,,0,,,77,10538387,nicqrocks,1970-01-01T01:00:00.000+01:00,2018-03-09T14:07:44.000+01:00
0,0.01887378640776699,1,1,0.3725420150425697,0.0,1.0,,6.044401038098691,0.0,0,1,1.0,0.2906003417585449,0.0,0,1,,28,15821446,unkilbeeg,1970-01-01T01:00:00.000+01:00,2017-02-10T11:33:38.000+01:00
0,0.01890168014934661,3,2,0.32525060307161285,7.999999999999999,2.0,,6.749309787029166,0.0,0,3,1.0,0.2511546576296069,0.0,0,3,,0,3955499,Petrouchka,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019138379144679845,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,148,806824,calen-legaspi,1970-01-01T01:00:00.000+01:00,2017-10-27T11:32:42.000+02:00
0,0.018867924528301886,1,1,0.5,0.0,1.0,,11.4358501250566,0.0,0,1,1.0,0.16996731711975946,0.0,0,1,,26,2504902,KDB2,1970-01-01T01:00:00.000+01:00,2016-05-11T16:02:51.000+02:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,103,1223140,Ilis,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.019153464175928114,4,2,0.6134678170642193,332.5,3.0,,6.0413768832530685,0.0,3,7,0.14285714285714285,0.3302047430595798,0.0,1,1,,166,3409735,ocafebabe,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.004098360655737705,1,0,0.5,0.0,1.0,,0.0,,1,2,0.0,0.5,,0,,,99,27283110,olfek,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01866789582853192,1,1,0.7702621197660542,0.0,1.0,,5.55273643249305,0.0,0,1,1.0,0.277355053541518,0.0,0,1,,16,20516986,pushsla,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.01916403785488959,2,0,0.16902439595091306,599.0699134199132,7.0,,4.741714722089197,,10,12,-0.6666666666666666,0.26739445945670265,,0,,,4,10341750,pellesimon,1970-01-01T01:00:00.000+01:00,2016-11-18T20:35:27.000+01:00
1,0.019185220274751304,31,5,0.39298625221800215,536.6515318015319,6.0,,5.7084033590975,0.0,24,55,0.12727272727272726,0.21756697806399697,0.0,5,11,,150,4095021,collinss,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018926707687514605,1,0,0.5,0.0,2.0,,0.0,,2,3,-0.3333333333333333,0.5,,0,,,65,6322481,brownsr,1970-01-01T01:00:00.000+01:00,2016-06-25T12:26:38.000+02:00
0,0.018862066288907863,6,1,0.4764969614107317,0.0,1.0,,0.9800556417826162,0.0,0,6,1.0,0.038171229619597284,0.0,0,1,,10,25144754,e-james,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
0,0.018891393920547308,2,2,0.5722910895229518,3.0,2.0,,8.892819439789664,0.0,0,2,1.0,0.19905239324461652,0.0,0,1,,3,8804879,dvergeylen,1970-01-01T01:00:00.000+01:00,2019-12-08T17:06:42.000+01:00
